Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021),Province or Territory Abbreviation
Anmore,40.0,70.0,20.0,30.0,15.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0,2210.0,6.6,27.53,85.6,B.C.
Annaheim,20.0,65.0,45.0,0.0,10.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,210.0,-1.9,0.7,292.5,Sask.
Annapolis Royal,185.0,135.0,25.0,35.0,10.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,530.0,491.0,7.9,1.98,268.3,N.S.
Annapolis Valley First Nation,30.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,140.0,430.7,0.65,1148.6,N.S.
"Annapolis, Subd. A",275.0,215.0,85.0,25.0,35.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,24.8,5980.0,5866.0,1.9,612.44,9.8,N.S.
"Annapolis, Subd. B",330.0,325.0,130.0,30.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,4587.0,4448.0,3.1,377.16,12.2,N.S.
"Annapolis, Subd. C",195.0,75.0,15.0,10.0,15.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,5218.0,4947.0,5.5,206.51,25.3,N.S.
"Annapolis, Subd. D",30.0,10.0,10.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3049.0,2991.0,1.9,1976.25,1.5,N.S.
Antelope Park No. 322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,130.0,-4.6,609.52,0.2,Sask.
Antigonish,2430.0,1410.0,380.0,187.5,130.0,16.55,0.0,0.0,0.0,0.0,0.0,0.0,232.5,130.0,27.5,0.0,5.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,8.95,4656.0,4364.0,6.7,4.98,934.5,N.S.
"Antigonish, Subd. A",720.0,455.0,205.0,60.0,50.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0,65.0,10.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,8.0,8963.0,8278.0,8.3,926.43,9.7,N.S.
"Antigonish, Subd. B",285.0,245.0,65.0,20.0,45.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6138.0,6306.0,-2.7,522.29,11.8,N.S.
Antler No. 61,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,523.0,-13.8,804.28,0.6,Sask.
Appleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,574.0,8.0,6.33,98.0,N.L.
Aquadeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,111.0,82.9,0.7,289.5,Sask.
Aquaforte,0.0,55.0,0.0,0.0,10.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,80.0,-7.5,6.88,10.7,N.L.
Arborfield,65.0,70.0,10.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,312.0,-8.7,0.87,326.2,Sask.
Arborfield No. 456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,343.0,-1.5,1403.77,0.2,Sask.
Arborg,510.0,455.0,145.0,35.0,25.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,160.0,10.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,1232.0,3.8,2.22,576.6,Man.
Archerwill,45.0,15.0,15.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,166.0,-7.8,0.82,186.5,Sask.
Arcola,135.0,75.0,30.0,30.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,657.0,-3.2,3.46,183.8,Sask.
Arctic Bay,80.0,15.0,10.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,9.9,10.0,0.0,0.0,0.0,0.0,3.6,25.0,0.0,0.0,0.0,0.0,12.4,994.0,868.0,14.5,245.16,4.1,Nvt.
Argentia Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,27.0,44.4,0.62,63.3,Alta.
Argyle,335.0,162.5,102.5,20.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7870.0,7899.0,-0.4,1526.07,5.2,N.S.
Argyle No. 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,290.0,14.1,567.05,0.6,Sask.
Arlington No. 79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,366.0,-1.9,841.62,0.4,Sask.
Arm River No. 252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,250.0,3.2,721.58,0.4,Sask.
Armagh,80.0,25.0,20.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,1488.0,-3.3,167.99,8.6,Que.
Armour,10.0,15.0,10.0,0.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,1414.0,3.2,163.52,8.9,Ont.
Armstrong,361.6666666666667,241.66666666666666,85.0,38.333333333333336,33.333333333333336,20.8,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,21.666666666666668,5.0,0.0,0.0,6.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,0.0,1.7333333333333334,1199.0,1166.0,2.7999999999999994,90.16000000000001,13.300000000000002,Ont.
Arnold's Cove,175.0,30.0,50.0,20.0,35.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,949.0,1.6,5.25,183.8,N.L.
Arnprior,1350.0,780.0,410.0,140.0,110.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,195.0,65.0,15.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,13.4,9629.0,8795.0,9.5,13.04,738.5,Ont.
Aroland,50.0,0.0,0.0,0.0,10.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,178.0,366.0,-51.4,3.34,53.3,Ont.
Aroostook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,306.0,2.3,2.23,140.2,N.B.
Arran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,-20.0,0.72,27.9,Sask.
Arran-Elderslie,485.0,405.0,215.0,75.0,15.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.4,6913.0,6803.0,1.6,458.76,15.1,Ont.
Arrowwood,0.0,10.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,207.0,-9.2,0.75,250.8,Alta.
Arundel,40.0,10.0,15.0,10.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,563.0,2.7,63.45,9.1,Que.
Arviat,215.0,0.0,0.0,0.0,10.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,205.0,35.0,0.0,0.0,0.0,7.9,15.0,0.0,0.0,0.0,0.0,4.4,115.0,0.0,0.0,0.0,20.0,19.0,2864.0,2657.0,7.8,126.14,22.7,Nvt.
Ascot Corner,250.0,290.0,75.0,25.0,35.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3368.0,3158.0,6.6,81.64,41.3,Que.
Ashcroft,250.0,130.0,65.0,0.0,60.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,4.8,20.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,1558.0,7.2,50.86,32.8,B.C.
Ashcroft 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,68.0,-38.2,1.4,30.0,B.C.
Ashfield-Colborne-Wawanosh,45.0,65.0,20.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.0,5422.0,8.5,586.88,10.0,Ont.
Ashnola 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,83.0,-30.1,35.91,1.6,B.C.
Asphodel-Norwood,405.0,245.0,105.0,45.0,35.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,4658.0,4109.0,13.4,161.62,28.8,Ont.
Asquith,55.0,30.0,50.0,40.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,28.0,624.0,639.0,-2.3,1.37,456.0,Sask.
Assiginack,55.0,85.0,40.0,15.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1013.0,-0.5,224.89,4.5,Ont.
Assiniboine 76,55.0,10.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,443.0,58.7,158.11,4.4,Sask.
Aston-Jonction,40.0,10.0,25.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,424.0,4.0,26.2,16.8,Que.
Athabasca,935.0,685.0,175.0,45.0,110.0,18.9,10.0,0.0,0.0,10.0,0.0,20.0,55.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,2759.0,2965.0,-6.9,17.79,155.1,Alta.
Athabasca County,130.0,150.0,80.0,30.0,60.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.2,6959.0,7869.0,-11.6,6111.3,1.1,Alta.
Atholville,710.0,470.0,85.0,20.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,10.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3290.0,3570.0,-7.8,119.58,27.5,N.B.
Atikokan,590.0,125.0,55.0,10.0,20.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,10.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2642.0,2753.0,-4.0,313.64,8.4,Ont.
Attawapiskat 91A,130.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20.0,0.0,0.0,10.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,48.0,1586.0,1501.0,5.7,1.75,905.0,Ont.
Atwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,-10.0,1.84,14.7,Sask.
Auclair,55.0,10.0,0.0,15.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,448.0,-0.2,105.78,4.2,Que.
Audet,30.0,25.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,734.0,-3.5,134.95,5.2,Que.
Augusta,170.0,200.0,100.0,30.0,40.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386.0,7353.0,0.4,313.77,23.5,Ont.
Aumond,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,754.0,0.0,212.82,3.5,Que.
Aupaluk,22.5,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,1.9,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,10.0,233.0,209.0,11.5,28.68,8.1,Que.
Aurora,4065.0,4300.0,3315.0,1550.0,1110.0,26.2,40.0,50.0,105.0,60.0,170.0,49.6,375.0,160.0,30.0,25.0,0.0,12.8,0.0,10.0,0.0,0.0,0.0,0.0,285.0,60.0,15.0,0.0,15.0,8.8,62057.0,55445.0,11.9,50.0,1241.1,Ont.
Austin,20.0,50.0,15.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1748.0,1485.0,17.7,73.58,23.8,Que.
Authier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,268.0,8.2,142.22,2.0,Que.
Authier-Nord,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,300.0,-4.0,278.05,1.0,Que.
Auvergne No. 76,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,412.0,-7.5,846.86,0.4,Sask.
Avondale,35.0,30.0,20.0,10.0,10.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,641.0,-8.9,29.69,19.7,N.L.
Avonlea,95.0,30.0,10.0,10.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,393.0,4.6,1.3,315.3,Sask.
Aylesbury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,40.0,67.5,1.31,51.3,Sask.
Aylmer,1340.0,860.0,350.0,90.0,45.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,190.0,55.0,0.0,0.0,0.0,9.7,10.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,30.0,0.0,0.0,20.0,7699.0,7492.0,2.8,6.37,1208.6,Ont.
Aylsham,0.0,15.0,0.0,10.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,65.0,26.2,0.53,153.5,Sask.
B-Say-Tah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,156.0,13.5,1.02,174.1,Sask.
Babine 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,111.0,-21.6,1.14,76.4,B.C.
Babine 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,112.0,-25.9,0.48,171.3,B.C.
Babine Lake 21B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,B.C.
Badger,25.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,704.0,-3.1,1.89,361.6,N.L.
Baezaeko River 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,B.C.
Baie Verte,255.0,110.0,120.0,70.0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,1311.0,1313.0,-0.2,371.37,3.5,N.L.
Baie-Atibenne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.58,0.0,Que.
Baie-Comeau,5100.0,3065.0,490.0,40.0,110.0,13.6,15.0,15.0,20.0,0.0,0.0,30.4,265.0,105.0,10.0,10.0,0.0,10.9,35.0,10.0,0.0,0.0,0.0,8.6,30.0,15.0,10.0,0.0,0.0,16.8,20687.0,21536.0,-3.9,334.83,61.8,Que.
Baie-D'Urfé,525.0,2150.0,1355.0,525.0,200.0,26.9,0.0,20.0,35.0,45.0,125.0,61.8,45.0,0.0,10.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,10.0,0.0,33.0,3764.0,3823.0,-1.5,6.03,623.9,Que.
Baie-Johan-Beetz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,86.0,-2.3,327.46,0.3,Que.
Baie-Obaoca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.66,0.0,Que.
Baie-Saint-Paul,1615.0,825.0,350.0,105.0,105.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,245.0,55.0,10.0,0.0,0.0,8.4,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7371.0,7146.0,3.1,545.85,13.5,Que.
Baie-Sainte-Catherine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,206.0,-10.7,232.89,0.8,Que.
Baie-Trinité,85.0,0.0,10.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,407.0,7.6,417.48,1.0,Que.
Baie-d'Hudson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,120831.34,0.0,Que.
Baie-de-la-Bouteille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,100.0,1938.18,0.0,Que.
